name,year_published,min_players,max_players,play_time,min_age,users_rated,rating_average,bgg_rank,complexity_average,owned_users,mechanics
Mint Delivery,2017.0,1,5,30,13,1714,6.27,3062,1.49,6008.0,"Action Points, Contracts, Increase Value of Unchosen Resources, Pick-up and Deliver, Point to Point Movement"
Magical Athlete,2002.0,4,5,60,9,1007,6.5,3063,1.31,1136.0,"Card Drafting, Roll / Spin and Move, Variable Player Powers"
Unicorn Fever,2020.0,2,6,40,14,406,7.46,3064,2.08,1203.0,Betting and Bluffing
Subatomic: An Atom Building Game,2018.0,2,4,60,10,542,7.05,3065,2.0,1901.0,"Action Points, Deck Bag and Pool Building, Hand Management, Push Your Luck"
Junta: Viva el Presidente!,2010.0,3,5,60,10,1267,6.42,3066,1.93,1786.0,"Dice Rolling, Hand Management, Simultaneous Action Selection"
Hellas,2002.0,2,2,60,12,2060,6.19,3067,2.05,3256.0,"Action Points, Area Majority / Influence, Grid Movement, Hand Management, Hexagon Grid, Map Addition, Modular Board, Tile Placement"
Machina Arcana (Second/Third Edition),2019.0,1,4,150,13,351,8.0,3068,3.63,967.0,"Action Points, Action/Event, Cooperative Game, Dice Rolling, Finale Ending, Grid Movement, Modular Board, Storytelling"
Escape the Dark Sector,2020.0,1,4,60,0,456,8.2,3069,1.82,1069.0,"Cooperative Game, Dice Rolling, Paper-and-Pencil, Push Your Luck, Role Playing, Storytelling"
Tycoon,1998.0,2,4,90,10,668,6.78,3070,2.65,1031.0,"Area Majority / Influence, Point to Point Movement"
Aliens: Another Glorious Day in the Corps,2020.0,1,6,120,14,466,7.76,3071,2.74,1613.0,Cooperative Game
Key Largo,2005.0,3,5,40,8,844,6.6,3072,2.04,1321.0,"Action Queue, Commodity Speculation, Set Collection, Simultaneous Action Selection"
Advanced Third Reich,1992.0,2,6,2480,12,730,6.89,3073,4.53,1578.0,"Dice Rolling, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation, Tech Trees / Tech Tracks"
Articulate!,1992.0,4,8,60,12,1175,6.53,3074,1.28,2045.0,Team-Based Game
Elfenroads,2015.0,2,6,90,13,525,7.05,3075,2.21,1509.0,"Card Drafting, Hand Management, Network and Route Building, Point to Point Movement"
Fireball Island,1986.0,2,4,45,7,1541,6.44,3076,1.36,1739.0,"Hand Management, Roll / Spin and Move"
Antics!,2010.0,3,4,60,10,535,6.95,3077,2.67,569.0,"Action Points, Network and Route Building, Pick-up and Deliver, Tile Placement, Variable Player Powers"
Lobotomy,2017.0,1,5,180,14,586,7.26,3078,3.44,1444.0,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Storytelling, Variable Player Powers"
Resident Evil 2: The Board Game,2019.0,1,4,120,14,610,7.53,3079,2.35,1675.0,"Action Points, Campaign / Battle Card Driven, Cooperative Game"
Pacific Typhoon,2008.0,3,7,120,10,782,6.65,3080,2.02,1237.0,"Card Drafting, Dice Rolling, Hand Management, Team-Based Game, Trick-taking"
Full Thrust,1992.0,2,6,120,12,443,7.3,3081,2.56,745.0,"Action Queue, Dice Rolling, Simultaneous Action Selection, Variable Player Powers"
Techno Bowl: Arcade Football Unplugged,2017.0,2,2,90,14,266,8.58,3082,2.72,525.0,"Action Queue, Dice Rolling, Grid Movement, Hand Management, Simultaneous Action Selection"
Rise of the Luftwaffe,1993.0,2,8,20,12,521,7.05,3083,2.14,982.0,"Campaign / Battle Card Driven, Card Drafting, Hand Management, Scenario / Mission / Campaign Game, Simulation"
1882: Assiniboia,2019.0,2,6,180,14,243,8.23,3084,3.9,394.0,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement"
Pocket Battles: Celts vs. Romans,2009.0,2,2,30,8,1236,6.4,3085,1.85,2732.0,"Area Movement, Dice Rolling"
Vengeance,2018.0,1,4,120,14,570,7.17,3086,2.78,1554.0,"Area Movement, Card Drafting, Dice Rolling, Modular Board, Set Collection, Storytelling, Variable Player Powers"
Santo Domingo,2017.0,2,6,30,8,744,6.67,3087,1.73,1399.0,"Action Retrieval, Commodity Speculation, Hand Management, Simultaneous Action Selection"
The Battle for Normandy,2009.0,2,8,240,0,324,7.92,3088,3.73,1007.0,"Dice Rolling, Hexagon Grid, Movement Points, Simulation"
Reds! The Russian Civil War 1918-1921,2001.0,1,2,360,12,460,7.27,3089,3.07,1337.0,"Chit-Pull System, Hexagon Grid"
Tarot,1425.0,2,8,30,12,712,6.82,3090,2.45,1379.0,"Auction/Bidding, Team-Based Game, Trick-taking"
Mezo,2020.0,2,4,120,14,422,7.39,3091,3.23,1082.0,"Area Majority / Influence, Simultaneous Action Selection, Variable Player Powers"
Lost Legacy: Second Chronicle - Vorpal Sword & Whitegold Spire,2015.0,2,6,10,14,636,6.81,3092,1.29,1936.0,"Hand Management, Memory, Player Elimination"
2GM Tactics,2015.0,1,4,120,12,501,7.62,3093,2.65,927.0,"Action Points, Campaign / Battle Card Driven, Deck Construction, Dice Rolling, Grid Movement, Variable Phase Order"
Cursed Court,2017.0,2,6,60,14,452,7.2,3094,1.5,691.0,Betting and Bluffing
Barbarossa,1988.0,3,4,60,12,1410,6.33,3095,1.54,2450.0,"Betting and Bluffing, Roll / Spin and Move, Targeted Clues"
Penguin Party,2008.0,2,6,15,6,1053,6.45,3096,1.14,1500.0,Hand Management
Saga,2011.0,2,4,150,0,309,7.98,3097,2.39,603.0,"Dice Rolling, Line of Sight, Movement Template, Variable Player Powers"
Family Business,1982.0,2,6,30,8,3978,6.08,3098,1.32,5931.0,"Hand Management, Player Elimination, Take That"
Penny Press,2015.0,2,5,60,13,899,6.54,3099,2.2,1419.0,"Area Majority / Influence, Auction/Bidding, Worker Placement"
Seven Dragons,2011.0,2,5,30,6,1717,6.28,3100,1.32,3098.0,"Hand Management, Tile Placement"
Struggle for Catan,2011.0,2,4,30,10,2404,6.16,3101,1.67,5867.0,"Hand Management, Trading"
Star Trek Deck Building Game: The Next Generation,2011.0,2,5,90,13,1156,6.48,3102,2.48,2327.0,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Team-Based Game"
Dungeons & Dragons Miniatures,2003.0,2,2,60,12,1062,6.54,3103,2.57,1677.0,"Dice Rolling, Role Playing"
Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,2010.0,3,4,120,13,730,6.69,3104,2.65,1956.0,"Area Majority / Influence, Dice Rolling, Point to Point Movement"
The Red Dragon Inn: Battle for Greyport,2016.0,2,5,100,12,537,7.16,3105,2.78,1500.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling"
The Mind Extreme,2019.0,2,4,20,8,482,7.12,3106,1.33,1348.0,"Cooperative Game, Hand Management"
City of Gears,2012.0,2,4,60,8,777,6.69,3107,2.65,1914.0,"Area Majority / Influence, Dice Rolling, Modular Board, Take That, Worker Placement"
Axis Empires: Totaler Krieg!,2011.0,1,3,3600,12,256,8.33,3108,4.33,721.0,"Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid"
Kings of Israel,2014.0,2,4,45,14,426,7.32,3109,2.39,844.0,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Variable Player Powers"
Nightfall: The Coldest War,2012.0,2,5,45,12,412,7.27,3110,2.78,1315.0,"Card Drafting, Deck Bag and Pool Building, Hand Management"
Axis & Allies: Battle of the Bulge,2006.0,2,2,180,12,787,6.75,3111,2.65,1816.0,"Area Movement, Dice Rolling"
Pay Dirt,2014.0,2,5,90,13,675,6.76,3112,2.57,1173.0,"Auction/Bidding, Card Drafting, Events, Worker Placement"
Dinosaur Tea Party,2018.0,3,5,30,7,769,6.68,3113,1.08,1582.0,"Memory, Pattern Recognition"
Bumúntú,2019.0,2,5,40,8,519,7.02,3114,1.73,904.0,Action Queue
Last Aurora,2020.0,1,4,90,14,393,7.68,3115,2.78,1052.0,"Hand Management, Worker Placement"
Merchants,2007.0,2,4,30,12,830,6.58,3116,1.73,1202.0,"Hand Management, Set Collection, Stock Holding, Trading"
BattleCON: Trials of Indines,2016.0,2,2,45,8,264,8.32,3117,3.5,940.0,"Area Majority / Influence, Hand Management, Simultaneous Action Selection, Variable Player Powers"
Fresh Fish,2014.0,2,5,45,12,566,6.88,3118,2.29,940.0,"Auction/Bidding, Tile Placement"
The Faceless,2018.0,2,4,45,14,786,6.82,3119,2.31,1685.0,"Cooperative Game, Hand Management, Trading, Variable Player Powers"
Burma: The Campaign in Northern Burma,1999.0,2,2,120,12,317,7.86,3120,4.02,1225.0,"Dice Rolling, Hexagon Grid"
Cubist,2014.0,2,4,45,7,638,6.78,3121,1.92,1035.0,"Dice Rolling, Hand Management, Pattern Building, Pattern Recognition"
Donning the Purple,2018.0,1,3,90,14,444,7.27,3122,3.05,950.0,"Area Majority / Influence, Dice Rolling, Hand Management, Solo / Solitaire Game, Variable Player Powers, Worker Placement"
Fast Forward: FORTRESS,2017.0,2,4,15,10,1275,6.33,3123,1.32,2217.0,"Hand Management, Push Your Luck, Set Collection, Take That"
America,2016.0,2,6,45,13,609,6.83,3124,1.11,873.0,Area Majority / Influence
Monopoly Gamer,2017.0,2,4,60,8,1566,6.41,3125,1.19,3918.0,"Roll / Spin and Move, Set Collection, Stock Holding, Take That, Variable Player Powers"
Counterfeiters,2018.0,2,4,35,13,544,6.97,3126,2.0,1007.0,Worker Placement
Unlock!: Exotic Adventures - Expedition: Challenger,2019.0,1,6,60,10,554,6.92,3127,2.63,958.0,"Cooperative Game, Storytelling"
TEAM3 PINK,2019.0,3,6,30,14,504,7.06,3128,1.0,968.0,"Cooperative Game, Team-Based Game"
10 Minute Heist: The Wizard's Tower,2017.0,2,5,10,14,999,6.48,3129,1.18,2031.0,"Card Drafting, Modular Board, Set Collection"
Star Munchkin,2002.0,3,6,90,10,4647,6.12,3130,1.74,9683.0,"Card Drafting, Dice Rolling, Take That, Trading, Variable Player Powers"
Rory's Story Cubes: Voyages,2011.0,1,12,20,8,871,6.57,3131,1.03,3115.0,"Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling"
Stonewall Jackson's Way,1992.0,1,2,180,12,363,7.57,3132,3.37,1093.0,"Dice Rolling, Hexagon Grid"
The Game of 49,2014.0,2,5,45,10,1113,6.41,3133,1.65,2041.0,"Area Majority / Influence, Auction/Bidding, Pattern Building, Pattern Recognition"
Volldampf,2001.0,2,6,90,12,583,6.85,3134,2.89,709.0,"Auction/Bidding, Pick-up and Deliver, Tile Placement"
Jerusalem,2010.0,2,4,90,12,753,6.72,3135,2.91,1109.0,"Area Majority / Influence, Auction/Bidding, Card Drafting, Worker Placement"
Laser Chess,2011.0,2,2,30,8,734,6.73,3136,2.68,1809.0,"Grid Movement, Square Grid"
Unlock!: Exotic Adventures - Night of the Boogeymen,2019.0,1,6,60,10,564,6.87,3137,2.0,899.0,"Cooperative Game, Storytelling"
DC Comics Dice Masters: World's Finest,2016.0,2,2,60,14,372,7.45,3138,2.33,1038.0,"Deck Bag and Pool Building, Dice Rolling, Variable Player Powers"
Concept Kids: Animals,2018.0,2,12,20,4,471,7.11,3139,1.3,1108.0,Cooperative Game
Call of Cthulhu: Collectible Card Game,2004.0,2,2,30,12,676,6.86,3140,2.55,1008.0,"Card Drafting, Hand Management"
Blackbeard,1991.0,1,4,240,12,1407,6.35,3141,3.2,2861.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Solo / Solitaire Game, Variable Player Powers"
B-17 Flying Fortress Leader,2017.0,1,1,120,12,325,8.15,3142,3.29,1130.0,"Card Drafting, Chit-Pull System, Hexagon Grid, Simulation"
Gonzaga,2009.0,2,4,60,8,831,6.59,3143,2.47,1087.0,"Area Majority / Influence, Hand Management, Network and Route Building, Simultaneous Action Selection, Tile Placement"
"Thirty Years War: Europe in Agony, 1618-1648",2001.0,2,2,360,14,643,6.88,3144,3.13,1352.0,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation"
Lectio,2004.0,3,5,20,8,606,6.84,3145,1.94,638.0,"Hand Management, Ladder Climbing"
Drakon (Fourth Edition),2015.0,2,6,60,14,919,6.57,3146,1.48,1772.0,"Grid Movement, Modular Board, Network and Route Building, Tile Placement, Variable Player Powers"
Nottingham,2006.0,3,7,30,10,1474,6.26,3147,1.6,2244.0,"Auction/Bidding, Hand Management, Set Collection"
Marrying Mr. Darcy,2014.0,2,6,60,13,1273,6.41,3148,1.38,2507.0,"Betting and Bluffing, Dice Rolling, Hand Management, Push Your Luck, Role Playing, Set Collection, Take That, Variable Player Powers"
Kaosball: The Fantasy Sport of Total Domination,2014.0,2,4,60,14,741,6.67,3149,2.53,1917.0,"Area Majority / Influence, Auction/Bidding, Hand Management, Team-Based Game, Variable Player Powers"
World at War: Blood and Bridges,2008.0,2,2,90,0,376,7.61,3150,2.75,860.0,"Chit-Pull System, Dice Rolling, Hexagon Grid"
Thunder Road,1986.0,2,4,45,10,778,6.65,3151,1.37,1259.0,"Dice Rolling, Modular Board, Roll / Spin and Move"
Auf Achse,1987.0,2,6,60,8,1639,6.24,3152,1.96,2580.0,"Auction/Bidding, Pick-up and Deliver, Roll / Spin and Move"
Pax Britannica: The Colonial Era 1880 to the Great War,1985.0,4,7,300,12,752,6.74,3153,3.85,1504.0,"Dice Rolling, Movement Points, Point to Point Movement, Simulation, Voting"
Tomb,2008.0,2,6,60,12,1362,6.32,3154,2.63,1691.0,"Dice Rolling, Modular Board, Secret Unit Deployment"
Axis & Allies:  Guadalcanal,2007.0,2,2,120,10,658,6.9,3155,2.58,1534.0,"Area Movement, Dice Rolling"
Realm of Sand,2018.0,1,4,60,10,618,6.91,3156,2.0,1418.0,"Card Drafting, Pattern Building, Tile Placement"
Cadwallon: City of Thieves,2010.0,2,4,45,10,1659,6.29,3157,2.32,2963.0,"Action Points, Area Movement, Dice Rolling, Pick-up and Deliver, Variable Player Powers"
Spheres of Influence: Struggle for Global Supremacy,2016.0,2,8,90,14,376,7.88,3158,2.38,600.0,"Action Points, Area Majority / Influence, Dice Rolling, Point to Point Movement, Variable Phase Order"
Korea: The Forgotten War,2003.0,2,2,360,16,293,8.08,3159,4.25,1169.0,"Dice Rolling, Hexagon Grid, Simulation"
"Goblins, Inc.",2012.0,2,4,60,13,1057,6.42,3160,2.36,1630.0,"Dice Rolling, Team-Based Game, Tile Placement"
Legendary Inventors,2016.0,2,5,40,10,1180,6.39,3161,1.97,1746.0,"Action Retrieval, Area Majority / Influence, Set Collection, Variable Player Powers"
Light Speed,2003.0,2,5,10,10,1203,6.35,3162,1.16,1661.0,Tile Placement
Godspeed,2020.0,2,5,90,10,419,7.32,3163,2.65,1211.0,"Auction/Bidding, Worker Placement"
Ultimate Werewolf: Inquisition,2013.0,3,12,60,8,877,6.55,3164,1.68,1769.0,"Player Elimination, Role Playing, Team-Based Game, Traitor Game, Variable Player Powers, Voting"
War at Sea (Second Edition),1976.0,2,2,120,12,976,6.5,3165,1.94,2067.0,"Area Movement, Dice Rolling"
Fist of Dragonstones,2002.0,3,6,45,8,2116,6.16,3166,1.86,2326.0,"Auction/Bidding, Set Collection"
High Treason: The Trial of Louis Riel,2016.0,2,2,45,13,395,7.32,3167,2.75,971.0,"Hand Management, Simulation"
Formula Dé Mini,2003.0,2,6,60,8,894,6.52,3168,1.74,1062.0,"Push Your Luck, Roll / Spin and Move"
The Mighty Endeavor,2005.0,1,2,360,12,393,7.38,3169,2.85,1356.0,"Dice Rolling, Hexagon Grid, Simulation"
Tudor,2018.0,2,4,120,12,557,6.93,3170,2.91,1520.0,"Pattern Recognition, Set Collection, Worker Placement"
Mythos,1996.0,1,10,45,10,811,6.64,3171,2.53,1587.0,Set Collection
Sheep & Thief,2014.0,2,4,30,10,728,6.64,3172,1.66,1101.0,"Card Drafting, Tile Placement"
Carrier: The Southwest Pacific Campaign - 1942-1943,1990.0,1,1,360,12,394,7.4,3173,4.03,1320.0,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Variable Set-up"
Sequence,1982.0,2,12,30,7,7513,6.02,3174,1.34,15373.0,"Hand Management, Pattern Building, Team-Based Game"
Battle Above the Clouds,2010.0,2,2,180,0,266,8.14,3175,3.76,1015.0,Hexagon Grid
Mutant Meeples,2012.0,2,7,45,8,774,6.63,3176,2.46,1253.0,"Grid Movement, Modular Board, Variable Player Powers"
Space Race: The Card Game,2017.0,1,4,60,13,596,6.94,3177,3.0,1341.0,"Card Drafting, Hand Management, Simulation, Simultaneous Action Selection"
Zona: The Secret of Chernobyl,2019.0,1,4,180,18,464,7.47,3178,2.81,1073.0,"Action Points, Dice Rolling, Push Your Luck, Time Track, Variable Player Powers"
Legendary: A James Bond Deck Building Game,2019.0,1,5,45,14,304,7.86,3179,2.11,870.0,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game"
Stalingrad Pocket: The Wehrmacht's Greatest Disaster - 2nd Edition,1996.0,2,2,900,15,420,7.33,3180,2.66,1213.0,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Zone of Control"
Munchkin Apocalypse,2012.0,3,6,90,10,1348,6.46,3181,2.07,3867.0,"Dice Rolling, Hand Management, Variable Player Powers"
WeyKick,2001.0,2,4,10,3,501,6.94,3182,1.03,286.0,Team-Based Game
Deadline,2017.0,2,4,60,14,632,6.78,3183,2.06,1402.0,"Cooperative Game, Hand Management, Set Collection, Variable Player Powers"
Dust Tactics: Revised Core Set,2011.0,2,4,45,14,445,7.37,3184,2.53,1096.0,"Action Points, Dice Rolling, Modular Board"
Asteroyds,2010.0,2,6,30,10,1154,6.36,3185,2.15,1739.0,"Action Queue, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Programmed Movement, Set Collection, Simultaneous Action Selection, Team-Based Game, Variable Player Powers"
The Burning Blue,2006.0,2,2,300,12,339,7.67,3186,4.05,1150.0,"Dice Rolling, Hexagon Grid, Simulation"
Rome & Roll,2020.0,1,4,90,14,447,7.14,3187,3.17,1518.0,"Dice Rolling, Drafting, Line Drawing, Paper-and-Pencil, Variable Player Powers"
Gods Love Dinosaurs,2020.0,2,5,45,10,358,7.43,3188,2.4,958.0,"Drafting, Tile Placement"
Gaïa,2014.0,2,5,30,8,1440,6.26,3189,1.98,2200.0,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Modular Board, Set Collection, Tile Placement"
The King's Abbey,2016.0,1,5,180,12,590,6.95,3190,3.21,1316.0,"Dice Rolling, Worker Placement"
18OE: On the Rails of the Orient Express,2014.0,2,8,720,14,267,8.13,3191,4.54,584.0,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement"
Hanafuda,1701.0,2,7,60,8,726,6.72,3192,1.71,1966.0,"Hand Management, Push Your Luck, Set Collection"
Catacombs & Castles,2017.0,2,8,60,14,579,6.86,3193,2.18,1946.0,Flicking
Kick-Ass: The Board Game,2018.0,1,4,90,18,431,7.33,3194,2.86,1193.0,Cooperative Game
Nosferatu,2013.0,5,8,20,10,821,6.6,3195,1.39,1656.0,"Hand Management, Team-Based Game"
Magna Grecia,2003.0,2,4,90,12,809,6.56,3196,2.95,1197.0,"Hexagon Grid, Network and Route Building, Tile Placement"
Batavia,2008.0,3,5,60,10,1138,6.4,3197,2.41,2009.0,"Auction/Bidding, Set Collection, Stock Holding"
Bison: Thunder on the Prairie,2006.0,2,4,90,10,1292,6.32,3198,2.73,2135.0,"Action Points, Area Majority / Influence, Area Movement, Modular Board, Tile Placement"
Royal Visit,2006.0,2,2,30,12,1198,6.35,3199,1.67,1878.0,"Hand Management, Tug of War"
Nippon Rails,1992.0,2,4,240,10,593,6.88,3200,2.62,1171.0,"Crayon Rail System, Network and Route Building, Pick-up and Deliver"
Guderian's Blitzkrieg II,2001.0,1,6,4500,12,281,8.14,3201,4.4,1034.0,"Dice Rolling, Hexagon Grid, Simulation"
Dracula,2003.0,2,2,30,12,1667,6.22,3202,1.92,2588.0,"Hand Management, Memory, Secret Unit Deployment"
Illuminati: New World Order,1994.0,2,6,120,12,1253,6.38,3203,2.88,2469.0,"Action Points, Deck Bag and Pool Building, Dice Rolling, Hand Management, Tile Placement, Variable Player Powers"
Funkoverse Strategy Game: DC Comics 100,2019.0,2,4,60,10,504,7.07,3204,2.25,2525.0,"Action Points, Dice Rolling, Grid Movement, Variable Player Powers"
X nimmt!,2016.0,2,4,25,8,591,6.81,3205,1.3,1190.0,Pattern Building
Talisman (Third Edition),1994.0,2,8,120,9,1591,6.34,3206,2.09,2142.0,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers"
Valley of the Mammoths,1991.0,3,6,180,12,1130,6.41,3207,2.52,1675.0,"Dice Rolling, Modular Board, Player Elimination"
1841: Railways in Northern Italy,1994.0,2,8,300,14,266,7.99,3208,4.38,319.0,"Network and Route Building, Stock Holding, Tile Placement"
North Wind,2014.0,2,4,60,10,981,6.46,3209,1.94,2058.0,"Dice Rolling, Memory, Push Your Luck, Trading"
Case Blue,2007.0,2,2,22500,12,289,8.26,3210,4.58,711.0,"Dice Rolling, Hexagon Grid, Simulation"
Lines of Action,1969.0,2,2,20,10,452,7.15,3211,2.71,389.0,"Grid Movement, Pattern Building, Static Capture"
Wooly Wars,2002.0,2,4,30,7,2643,6.1,3212,1.66,4005.0,"Enclosure, Hand Management, Player Elimination, Tile Placement"
Scorpius Freighter,2018.0,2,4,75,14,463,7.1,3213,2.36,931.0,"Card Drafting, Rondel, Set Collection, Tile Placement, Variable Player Powers"
PIX,2012.0,4,9,30,8,706,6.66,3214,1.42,991.0,Pattern Recognition
Bastogne: Screaming Eagles Under Siege 18-27 Dec' 44,2009.0,2,2,300,0,372,7.41,3215,2.63,1051.0,"Dice Rolling, Hexagon Grid"
Black Stories,2004.0,2,15,20,12,4079,6.04,3216,1.29,7039.0,Storytelling
Trieste,2013.0,3,3,25,13,724,6.62,3217,2.19,957.0,"Hand Management, Simultaneous Action Selection, Take That, Variable Player Powers"
Starfighter,2015.0,2,2,30,13,627,6.78,3218,2.82,1602.0,"Hand Management, Take That"
Graenaland,2006.0,3,5,90,12,661,6.72,3219,3.01,775.0,"Modular Board, Team-Based Game, Voting"
Maka Bana,2003.0,3,6,60,10,743,6.65,3220,2.05,1019.0,"Secret Unit Deployment, Simultaneous Action Selection"
Urland,2001.0,3,5,90,12,768,6.57,3221,2.57,1159.0,"Action Points, Area Majority / Influence, Auction/Bidding, Variable Player Powers"
